product,average_quantity_sold,total_quantity_sold,total_revenue,estimated_price_per_unit,projected_60_day_quantity,projected_60_day_revenue,recommended_inventory_order,reason
Bambino Vermiceli 800g,29.0,29.0,115.71,3.9899999999999998,1740.0,6942.599999999999,1914.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bambino Vermicelli 350Gm,31.0,31.0,76.19,2.4577419354838708,1860.0,4571.4,2046.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bambino Vermicelli Roast 800Gm,50.0,50.0,192.0,3.84,3000.0,11520.0,3300.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Banana Flower / Lb,3.48,3.48,3.45,0.9913793103448276,208.8,207.00000000000003,230.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Banana Leaves /Pc,41.0,41.0,89.09,2.1729268292682926,2460.0,5345.4,2706.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Banne Nawabs Chat Masala 75g,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bansi Bajara Murmura 340G,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bansi Corn Murmura 340G,8.0,8.0,39.92,4.99,480.0,2395.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bansi Poha Thin 2Lb,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bansi Ragi Murmura 340G,3.0,3.0,10.47,3.49,180.0,628.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bansi Roasted Dalia Whole-400G,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bb Redlabel Natural Care500G,24.0,24.0,179.76,7.489999999999999,1440.0,10785.599999999999,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bc Bikaneri Rasgulla 1kg,6.0,6.0,35.94,5.989999999999999,360.0,2156.3999999999996,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Beetroot /Lb,431.0,431.0,506.11,1.1742691415313224,25860.0,30366.6,28446.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Beetroot Kebab 12 Pieces,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bell Pepper Green /Lb,673.5,673.5,882.47,1.3102746844840387,40410.0,52948.200000000004,44451.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bell Peppr Yellow,24.85,24.85,50.94,2.0498993963782692,1491.0,3056.3999999999996,1640.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Best Sweet Tamarind /Lb,1.0,1.0,5.79,5.79,60.0,347.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Best Tamarind 400g,7.0,7.0,31.43,4.49,420.0,1885.8000000000002,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhaiya ji Green Mango Diced,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhaiyajis Green Mango Shredded 341g,9.0,9.0,26.91,2.99,540.0,1614.6000000000001,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhaiyajis Pani Puri Spicy,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhakti Jap Mala Tulsi,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhel mix 3lb,8.0,8.0,87.92,10.99,480.0,5275.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhindi (Okra) / Lb,4.38,4.38,10.9,2.4885844748858448,262.8,654.0,289.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhringraj Oil,2.0,2.0,21.98,10.99,120.0,1318.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Idly Rice 10 lb,3.0,3.0,44.97,14.99,180.0,2698.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Organic Moong 5Lb,9.0,9.0,80.91,8.99,540.0,4854.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Organic Rice 20Lb,140.0,140.0,2173.24,15.523142857142856,8400.0,130394.4,9240.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Organic Toor Dal 5Lb,18.0,18.0,143.82,7.989999999999999,1080.0,8629.199999999999,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Rajamudi Rice 5Lb,15.0,15.0,149.85,9.99,900.0,8991.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bhumi Urad Dal Whole 5 Lb,16.0,16.0,127.84,7.99,960.0,7670.400000000001,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Big laddu,39.0,39.0,359.61,9.220769230769232,2340.0,21576.600000000002,2574.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bigen 57 Dark Brown Hair Color,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bikaneri Special Papad 200G,35.0,35.0,69.65,1.9900000000000002,2100.0,4179.0,2310.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Birds Custerd Powder 250G,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Biro Sunflower Oil,18.0,18.0,161.82,8.99,1080.0,9709.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Biro Sunflower Oil 3L,57.0,57.0,683.43,11.989999999999998,3420.0,41005.799999999996,3762.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Biro Sunflower Oil 5L,25.0,25.0,399.75,15.99,1500.0,23985.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Biscuits,11.0,11.0,32.89,2.99,660.0,1973.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black Pepper (200G),6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black Raisen 200G,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black Raisen 400G,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black Seed Oil 300Ml,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black Thread,1.0,1.0,0.99,0.99,60.0,59.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Black rose kali mehandi 5*10gm,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Block Seed &Henna 300Ml,7.0,7.0,27.93,3.9899999999999998,420.0,1675.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Blue Heaven Kum Kum,6.0,6.0,11.94,1.99,360.0,716.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bnasi ghee,1.0,1.0,12.99,12.99,60.0,779.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bobbatlu,101.0,101.0,705.99,6.99,6060.0,42359.4,6666.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bombay Biryani 350g,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Boost(500Gms),11.0,11.0,87.89,7.99,660.0,5273.400000000001,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Boroline Antiseptic Cream 20G,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bounty 57G,59.0,59.0,117.41,1.99,3540.0,7044.6,3894.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bournvita 500g,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bournvita1Kg,18.0,18.0,179.82,9.99,1080.0,10789.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bowl 7,1.0,1.0,8.99,8.99,60.0,539.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Bowl 9,2.0,2.0,21.98,10.99,120.0,1318.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Bell Nandi - 3,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Deepam(Br),14.0,14.0,41.86,2.9899999999999998,840.0,2511.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Divi,7.0,7.0,20.93,2.9899999999999998,420.0,1255.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Divi.,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Kapoor Aarti Desing - 5,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brass Ledal Aarti,5.0,5.0,15.97,3.194,300.0,958.1999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brio Extra Virgin 1Lt,1.0,1.0,14.99,14.99,60.0,899.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brio Olive Oil,18.0,18.0,161.82,8.99,1080.0,9709.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Brio Sunflower Oil,30.0,30.0,149.7,4.989999999999999,1800.0,8981.999999999998,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania 50-50 Maska Chaska,23.0,23.0,91.77,3.9899999999999998,1380.0,5506.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Eggless Fruit Cake,20.0,20.0,79.8,3.9899999999999998,1200.0,4788.0,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Goodday Bdm Pista 231g,75.0,75.0,224.25,2.99,4500.0,13455.000000000002,4950.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Goodday Buttr Fmly Pk,17.0,17.0,101.83,5.99,1020.0,6109.8,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Goodday Cashw Fmly Pk 600g,48.0,48.0,287.52,5.989999999999999,2880.0,17251.199999999997,3168.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Goodday Chunkies 100G,17.0,17.0,25.33,1.49,1020.0,1519.8,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Goodday Pista Fmly Pk,30.0,30.0,179.7,5.989999999999999,1800.0,10781.999999999998,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Jim Jam Biscuits 100G,131.0,131.0,136.59,1.0426717557251908,7860.0,8195.4,8646.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Milk Bikis Cream 100G,115.0,115.0,119.85,1.0421739130434782,6900.0,7190.999999999999,7590.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britania Treat Orange,48.0,48.0,47.52,0.9900000000000001,2880.0,2851.2000000000003,3168.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia 5 Grain Biscut 250G,4.0,4.0,13.16,3.29,240.0,789.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia 50 50 Chaska Maska,79.0,79.0,78.21,0.9899999999999999,4740.0,4692.599999999999,5214.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia 50-50 Maska Chaska 62g,1.0,1.0,0.99,0.99,60.0,59.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia 50-50 Regular 60G,1.0,1.0,0.99,0.99,60.0,59.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Biscafe 100g,13.0,13.0,19.37,1.49,780.0,1162.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Bourbon 800Gms,23.0,23.0,114.77,4.99,1380.0,6886.200000000001,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Bourbon Capc 100G,102.0,102.0,100.98,0.99,6120.0,6058.8,6732.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Bourborn Treat 196G,71.0,71.0,141.29,1.99,4260.0,8477.4,4686.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Bourborn Xlarge 400G,66.0,66.0,197.34,2.99,3960.0,11840.400000000001,4356.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Cake Rusk 550G,9.0,9.0,38.61,4.29,540.0,2316.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Chocolate Cake 250G,47.0,47.0,187.53,3.99,2820.0,11251.800000000001,3102.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Chocolate Wafers 80g,24.0,24.0,47.76,1.99,1440.0,2865.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Chunkies Soft Baked 224g,12.0,12.0,47.88,3.99,720.0,2872.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Digestive 14Oz,24.0,24.0,95.76,3.99,1440.0,5745.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Digestive 8Oz,25.0,25.0,49.75,1.99,1500.0,2985.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Digestive S.F. 350Gm,33.0,33.0,131.67,3.9899999999999998,1980.0,7900.2,2178.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Digestive Small 200Gm,29.0,29.0,72.21,2.4899999999999998,1740.0,4332.599999999999,1914.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Digsetive Black Seed,5.0,5.0,16.45,3.29,300.0,987.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Eggless Case Rusk 550G,15.0,15.0,64.35,4.29,900.0,3861.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Fruit Cake 250G,24.0,24.0,95.76,3.99,1440.0,5745.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Good Day Butter 90G,102.0,102.0,100.98,0.99,6120.0,6058.8,6732.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Good Day Butter Cookies 231g,22.0,22.0,87.78,3.99,1320.0,5266.8,1452.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Good Day Cashew,65.0,65.0,64.35,0.9899999999999999,3900.0,3860.9999999999995,4290.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Good Day Cashew 231g,41.0,41.0,122.59,2.99,2460.0,7355.400000000001,2706.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Goodday Bdm Psta 90G,107.0,107.0,105.93,0.9900000000000001,6420.0,6355.800000000001,7062.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Hazelnut Wafers 80G,5.0,5.0,7.95,1.59,300.0,477.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Krunch ChocoChips 512g,13.0,13.0,51.87,3.9899999999999998,780.0,3112.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Little Hearts 75 Gms,395.0,395.0,391.05,0.99,23700.0,23463.0,26070.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Marie Gold 150Gm,133.0,133.0,197.67,1.4862406015037593,7980.0,11860.199999999999,8778.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Marie Gold 250Gm,53.0,53.0,131.47,2.480566037735849,3180.0,7888.200000000001,3498.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Marie Gold 89 Gms,144.0,144.0,142.56,0.99,8640.0,8553.6,9504.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Marie Gold Family 1.2kg,8.0,8.0,43.92,5.49,480.0,2635.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Bikies 90G,60.0,60.0,59.4,0.99,3600.0,3564.0,3960.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Bikis 1Kg,18.0,18.0,107.82,5.989999999999999,1080.0,6469.199999999999,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Bikis 540g,15.0,15.0,59.85,3.99,900.0,3591.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Caramel Wafers,13.0,13.0,19.37,1.49,780.0,1162.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Rusk 560Gm,24.0,24.0,95.76,3.99,1440.0,5745.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Milk Rusk-315Gm,29.0,29.0,86.71,2.9899999999999998,1740.0,5202.599999999999,1914.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Nice Time 150g,28.0,28.0,36.12,1.2899999999999998,1680.0,2167.2,1848.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Nice Time Coco 480Gm,10.0,10.0,39.9,3.9899999999999998,600.0,2394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Britannia Nice Time Coconut80g,44.0,44.0,36.16,0.8218181818181818,2640.0,2169.6,2904.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
